LCCN	LCSH	Identifier	Name
sh85078695	Lozi language	loz	Lozi
sh91006080	Lü language	khb	Lü
sh85078706	Luba-Katanga language	lub	Luba-Katanga
sh85078707	Luba-Lulua language	lua	Luba-Lulua
sh85078732	Lucazi language	lch	Luchazi
sh85078752	Ludic language	lud	Ludian
sh85078094	Lugbara language	lgg	Lugbara
sh85078771	Luiseño language	lui	Luiseno
sh85078778	Lule language	vil	Vilela
sh97008871	Lule Sami language	smj	Lule Sami
sh85078837	Lumbu language (Gabon)	lup	Lumbu
sh85078845	Lummi language	str	Straits Salish
sh85078874	Lunda language	lun	Lunda
sh91004188	Lungchang language	nst	Tase Naga
sh96000248	Lungu language	mgr	Mambwe-Lungu
sh85078929	Luo language (Kenya and Tanzania)	luo	Luo (Kenya and Tanzania)
sh85078959	Lushai language	lus	Lushai
sh85078962	Lusi language	khl	Lusi
sh85079043	Luvale language	lue	Luvale
sh85079044	Luwian language	hit	Hittite
sh2003005414	Luxembourgish language	ltz	Luxembourgish
sh85079056	Luyana language	lyn	Luyana
sh85079059	Luyia language	luy	Luyia
sh85079066	Lwo language (Sudan)	lwo	Luwo
sh85079082	Lycian language	xlc	Lycian
sh85079103	Lydian language	xld	Lydian
sh85075939	Lyele language	gnh	Lere
sh85079219	Ma language	grg	Madi
sh96003836	Maa language (Southeastern Asia)	cma	Maa
sh88006358	Maa language (Vietnam)	cma	Maa
sh85079224	Maanyan language	mhy	Ma&apos;anyan
sh85079229	Maba language	mde	Maba (Chad)
sh85079231	Maban language	mfz	Mabaan
sh85079236	Mabuiag language	mwp	Kala Lagaw Ya
sh85079243	Maca language	mca	Maca
sh93004861	Macaguan language	mbn	Macaguán
sh85079284	Macedonian language	mkd	Macedonian
sh85079315	Machiguenga language	mcb	Machiguenga
sh85079483	Macú language	mbr	Nukak Makú
sh85079486	Macuna language	myy	Macuna
sh85079488	Macusi language	mbc	Macushi
sh00007291	Mada language (Cameroon)	mxu	Mada (Cameroon)
sh85079508	Madaglashti language	prs	Dari
sh85079527	Ma&apos;di language (Uganda and Sudan)	mhi	Ma&apos;di
sh91005756	Madiya-Gondi language	mrr	Maria (India)
sh85079555	Madurese language	mad	Madurese
sh92000330	Mafa language	maf	Mafa
sh85079567	Magahi language	mag	Magahi
sh85079603	Magi language (Southern Highlands Province, Papua New Guinea)	aoe	Angal Enen
sh85079631	Magindanao language	mdh	Maguindanao
sh88005185	Mahas-Fiyadikka language	fia	Nobiin
sh85079853	Mahican language	mjy	Mahican
sh85079861	Mahri language	gdq	Mehri
sh97008870	Mai Brat language	ayz	Mai Brat
sh85079894	Mailu language	mgu	Mailu
sh2002009431	Maisin language	mbq	Maisin
sh85079941	Maithili language	mai	Maithili
sh85079951	Maiya language	mvy	Indus Kohistani
sh85079963	Majingai language	mwm	Sar
sh88000627	Maka language (Cameroon)	mcp	Makaa
sh99005127	Makasai language	mkz	Makasae
sh85079988	Makasar language	mak	Makasar
sh85080000	Makonde language	kde	Makonde
sh97006158	Maku&apos;a language (Indonesia)	lva	Maku&apos;a
sh85080023	Malagasy language	mlg	Malagasy
sh85080087	Malayalam language	mal	Malayalam
sh2001012439	Male language (Ethiopia)	mdy	Male (Ethiopia)
sh2003003457	Malfaxal language	mlx	Malfaxal
sh2003000182	Malgwa language	mfi	Wandala
sh85080219	Maltese language	mlt	Maltese
sh85080225	Malto language	mjt	Sauria Paharia
sh85080228	Malu language (Solomon Islands)	mlu	To&apos;abaita
sh85080236	Malvi language	mup	Malvi
sh85080247	Mamanwa language	mmn	Mamanwa
sh85085641	Mamara language	myk	Mamara Senoufo
sh96006530	Mambai language	mgm	Mambae
sh85080252	Mambwe language	mgr	Mambwe-Lungu
sh96000247	Mambwe-Lungu language	mgr	Mambwe-Lungu
sh85080286	Mampruli language	maw	Mampruli
sh85080290	Mamvu language	mdi	Mamvu
sh85080334	Managalasi language	mcq	Ese
sh85080369	Manam language	mva	Manam
sh85080370	Manambu language	mle	Manambu
sh85080397	Manchu language	mnc	Manchu
sh85080406	Mandaean language	mid	Mandaic
sh92004867	Mandak language	mmx	Madak
sh85080418	Mandan language	mhq	Mandan
sh85080419	Mandar language	mdr	Mandar
sh85080431	Mandeali language	mjl	Mandeali
sh85080432	Mandegusu language	sbb	Simbo
sh85080443	Mandingo language	man	Mandingo
sh85080445	Mandjak language	mfv	Mandjak
sh93001550	Mandjildjara language	mpj	Martu Wangka
sh85080476	Mangaian language	rar	Rarotongan
sh93009162	Mangala language	mem	Mangala
sh92004868	Mangap language	mna	Mbula
sh88007703	Mangarayi language	mpc	Mangarayi
sh85080512	Mangareva language	mrv	Mangareva
sh85080514	Mangbetu language	mdj	Mangbetu
sh85080517	Manggarai language (Indonesia)	mqy	Manggarai
sh92004869	Mangseng language	mbh	Mangseng
sh85080532	Mangue language	cjr	Chorotega
sh85080533	Mangyan language	iry	Iraya
sh85080564	Manipuri language	mni	Manipuri
sh85080577	Mankanya language	knf	Mankanya
sh85080579	Mankon language	nge	Ngemba
sh85080605	Mano language	mev	Mann
sh85080630	Mansaka language	msk	Mansaka
sh85080633	Mansi language	mns	Mansi
sh99005274	Manui language	wow	Wawonii
sh85080783	Manuvu language	obo	Obo Manobo
sh85080787	Manx language	glv	Manx
sh93004966	Manyika language	mxc	Manyika
sh85080809	Mao Naga language	nbi	Mao Naga
sh85080810	Maonan language	mmd	Maonan
sh85080812	Maori language	mri	Maori
sh85006436	Mapuche language	arn	Mapudungun
sh85080884	Mara language (Australia)	mec	Mara
sh85080896	Maram language	nma	Maram Naga
sh85080899	Maranao language	mrw	Maranao
sh85080902	Maranungku language	zmr	Maranunggu
sh87001421	Marari language	bfy	Bagheli
sh85080916	Marathi language	mar	Marathi
sh2002012352	Margany language	zmc	Margany
sh85081083	Maricopa language	mrc	Maricopa
sh85081087	Marigl language	gvf	Golin
sh85081291	Maring language	mbw	Maring
sh2002011317	Marovo language	mvo	Marovo
